Date,Site_Number,Depth_Bin,Quadrat_Number,Species,Percent_Cover,Height (cm),Notes,Observer,Data Entry Questions/notes
2/25/23,17,Shallow,5,Macroalgae,1,5,,Karl,
2/25/23,18,Shallow,1,Halophila,80,3,2 diadema,Karl,
2/25/23,18,Shallow,2,Halophila,75,3,,Karl,
2/25/23,18,Shallow,3,Halophila,60,3,,Karl,
2/25/23,18,Shallow,4,Halophila,40,3,,Karl,
2/25/23,18,Shallow,5,Halophila,70,5,,Karl,
2/25/23,18,Shallow,1,Macroalgae,10,1.5,,Karl,
2/25/23,18,Shallow,2,Macroalgae,15,2,,Karl,
2/25/23,18,Shallow,3,Macroalgae,30,2,,Karl,
2/25/23,18,Shallow,4,Macroalgae,35,2,,Karl,
2/25/23,18,Shallow,5,Macroalgae,5,2,,Karl,
2/25/23,18,Shallow,1,Halophila,80,3,,Natalie,
2/25/23,18,Shallow,2,Halophila,90,3.5,,Natalie,
2/25/23,18,Shallow,3,Halophila,85,2.5,,Natalie,
2/25/23,18,Shallow,4,Halophila,65,3,,Natalie,
2/25/23,18,Shallow,5,Halophila,35,3.5,,Natalie,
2/25/23,18,Shallow,1,Macroalgae,15,3,,Natalie,
2/25/23,18,Shallow,2,Macroalgae,10,3.5,,Natalie,
2/25/23,18,Shallow,3,Macroalgae,10,2,,Natalie,
2/25/23,18,Shallow,4,Macroalgae,15,2,,Natalie,
2/25/23,18,Shallow,5,Macroalgae,5,4,,Natalie,
2/25/23,19,Deep,1,Halophila,1,4,,Greg,
2/25/23,19,Deep,3,Halophila,1,3.4,,Greg,
2/25/23,19,Deep,4,Halophila,1,4.3,,Greg,
2/25/23,19,Deep,3,Macroalgae,1,17,,Greg,
2/25/23,19,Deep,1,Halophila,1,4,,Darian,
2/25/23,19,Deep,2,Halophila,1,4,,Darian,
2/25/23,19,Deep,5,Halophila,2,3,,Darian,
2/25/23,19,Deep,1,Macroalgae,95,,,Darian,
2/25/23,19,Deep,2,Macroalgae,95,,,Darian,
2/25/23,19,Deep,3,Macroalgae,96,,,Darian,
2/25/23,19,Deep,4,Macroalgae,96,,,Darian,
2/25/23,19,Deep,5,Macroalgae,94,,,Darian,
2/25/23,19,Deep,1,Rubble,4,,,Darian,
2/25/23,19,Deep,2,Rubble,4,,,Darian,
2/25/23,19,Deep,3,Rubble,4,,,Darian,
2/25/23,19,Deep,4,Rubble,4,,,Darian,
2/25/23,19,Deep,5,Rubble,4,,,Darian,
2/24/23,15,Deep,4,Halophila,98,7,,James,
2/24/23,15,Deep,5,Halophila,100,8.5,,James,
2/24/23,15,Deep,1,Halophila,95,5.7,,Greg,
2/24/23,15,Deep,1,Other,5,10,,Greg,
2/24/23,15,Deep,2,Halophila,90,5.9,,Greg,
2/24/23,15,Deep,2,Other,5,8,,Greg,
2/24/23,15,Deep,3,Halophila,90,5.5,,Greg,
2/24/23,15,Deep,3,Other,3,7,,Greg,
2/24/23,15,Deep,3,Macroalgae,2,8,,Greg,
2/24/23,15,Deep,4,Halophila,90,4.9,,Greg,
2/24/23,15,Deep,4,Macroalgae,5,9,,Greg,
2/24/23,15,Deep,4,Other,5,7,,Greg,
2/24/23,15,Deep,5,Halophila,95,5.7,,Greg,
2/24/23,15,Deep,5,Other,1,5,,Greg,
2/25/23,20,Intermediate,1,Halophila,85,4.5,,Karl,
2/25/23,20,Intermediate,1,Macroalgae,5,10,,Karl,
2/25/23,20,Intermediate,2,Halophila,80,3,,Karl,
2/25/23,20,Intermediate,2,Macroalgae,5,12,,Karl,
2/25/23,20,Intermediate,3,Halophila,90,4.5,,Karl,
2/25/23,20,Intermediate,3,Macroalgae,5,22,,Karl,
2/25/23,20,Intermediate,4,Halophila,75,4,,Karl,
2/25/23,20,Intermediate,4,Macroalgae,10,10,,Karl,
2/25/23,20,Intermediate,5,Halophila,10,3,,Karl,
2/25/23,20,Intermediate,5,Macroalgae,15,12,,Karl,
2/25/23,20,Intermediate,1,Halophila,40,4.5,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,1,Macroalgae,30,27,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,2,Halophila,30,3,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,2,Macroalgae,20,18,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,3,Halophila,20,4,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,3,Macroalgae,20,10,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,4,Halophila,75,4,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,4,Macroalgae,20,13,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,5,Halophila,20,3,,Sabrina,"Sponges, algae"
2/25/23,20,Intermediate,5,Macroalgae,40,10,,Sabrina,"Sponges, algae"
2/25/23,21,Intermediate,1,Halophila,40,3.5,,Karl,
2/25/23,21,Intermediate,1,Macroalgae,5,9,,Karl,
2/25/23,21,Intermediate,2,Halophila,30,3,,Karl,
2/25/23,21,Intermediate,2,Macroalgae,3,5.5,,Karl,
2/25/23,21,Intermediate,3,Halophila,10,3.5,,Karl,
2/25/23,21,Intermediate,3,Macroalgae,3,14,,Karl,
2/25/23,21,Intermediate,4,Halophila,5,3,,Karl,
2/25/23,21,Intermediate,4,Macroalgae,3,10,,Karl,
2/25/23,21,Intermediate,5,Halophila,15,5,,Karl,
2/25/23,21,Intermediate,5,Macroalgae,3,12,,Karl,
2/25/23,21,Intermediate,1,Halophila,20,3,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,1,Macroalgae,10,9,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,2,Halophila,15,3.5,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,2,Macroalgae,10,10,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,3,Halophila,10,3,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,3,Macroalgae,5,5,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,4,Halophila,10,4,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,4,Macroalgae,10,7,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,5,Halophila,30,5,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,21,Intermediate,5,Macroalgae,10,15,"algae looks like fan, grass has macroalgae does not look healthy",Sabrina,
2/25/23,19,Shallow,1,Other,10,,,Kianna,
2/25/23,19,Shallow,2,Halophila,10,1,diadema,Kianna,
2/25/23,19,Shallow,2,Other,10,,,Kianna,
2/25/23,19,Shallow,3,Halophila,80,3,,Kianna,
2/25/23,19,Shallow,4,Halophila,30,3,,Kianna,
2/25/23,19,Shallow,4,Other,10,,,Kianna,
2/25/23,19,Shallow,5,Halophila,80,2.5,,Kianna,
2/25/23,19,Shallow,1,Halophila,15,1,,Stefanie,
2/25/23,19,Shallow,2,Halophila,30,1.5,,Stefanie,
2/25/23,19,Shallow,3,Halophila,50,1.5,,Stefanie,
2/25/23,19,Shallow,4,Halophila,60,2,,Stefanie,
2/25/23,19,Shallow,5,Halophila,60,2,,Stefanie,
2/25/23,19,Intermediate,1,Halophila,10,4,,Kianna,
2/25/23,19,Intermediate,1,Macroalgae,40,8.5,,Kianna,
2/25/23,19,Intermediate,2,Macroalgae,70,11,,Kianna,
2/25/23,19,Intermediate,3,Syringodium ,15,19,,Kianna,
2/25/23,19,Intermediate,3,Macroalgae,85,8,,Kianna,
2/25/23,19,Intermediate,4,Syringodium ,30,8,,Kianna,
2/25/23,19,Intermediate,4,Macroalgae,50,9,,Kianna,
2/25/23,19,Intermediate,5,Halophila,40,2.5,,Kianna,
2/25/23,19,Intermediate,5,Macroalgae,30,14,,Kianna,
2/25/23,19,Intermediate,1,Halophila,10,3,,Stefanie,
2/25/23,19,Intermediate,1,Macroalgae,60,11,,Stefanie,
2/25/23,19,Intermediate,2,Macroalgae,50,15,mixed algae,Stefanie,
2/25/23,19,Intermediate,3,Syringodium ,40,10,,Stefanie,
2/25/23,19,Intermediate,3,Macroalgae,30,12,,Stefanie,
2/25/23,19,Intermediate,4,Halophila,10,2,,Stefanie,
2/25/23,19,Intermediate,4,Syringodium ,20,29,,Stefanie,
2/25/23,19,Intermediate,4,Macroalgae,10,7,,Stefanie,
2/25/23,19,Intermediate,5,Halophila,30,2,,Stefanie,
2/25/23,19,Intermediate,5,Macroalgae,20,6,,Stefanie,
2/25/23,18,Intermediate,1,Macroalgae,10,,,Kianna,
2/25/23,18,Intermediate,2,Macroalgae,20,,,Kianna,
2/25/23,18,Intermediate,3,Halophila,2,0.5,,Kianna,
2/25/23,18,Intermediate,3,Macroalgae,10,,,Kianna,
2/25/23,18,Intermediate,4,Halophila,5,1,,Kianna,
2/25/23,18,Intermediate,5,Halophila,2,1.5,,Kianna,
2/25/23,18,Intermediate,1,Halophila,25,2,,Stefanie,
2/25/23,18,Intermediate,1,Macroalgae,35,,,Stefanie,
2/25/23,18,Intermediate,2,Macroalgae,40,,,Stefanie,
2/25/23,18,Intermediate,3,Halophila,10,2,,Stefanie,
2/25/23,18,Intermediate,3,Macroalgae,60,,,Stefanie,
2/25/23,18,Intermediate,4,Halophila,30,3,,Stefanie,
2/25/23,18,Intermediate,4,Macroalgae,40,,,Stefanie,
2/25/23,18,Intermediate,5,Halophila,10,2,,Stefanie,
2/25/23,24,Deep,1,Halophila,91,5.1,"sand, sponges",Avery,changed from deep 20 to 24
2/25/23,24,Deep,2,Halophila,89,5.6,"sand, sponges",Avery,changed from deep 20 to 24
2/25/23,24,Deep,2,Macroalgae,1,212,fan: halmeda,Avery,changed from deep 20 to 24
2/25/23,24,Deep,3,Halophila,90,5.6,sand,Avery,changed from deep 20 to 24
2/25/23,24,Deep,3,Macroalgae,1,15.2,sand,Avery,changed from deep 20 to 24
2/25/23,24,Deep,4,Halophila,95,6.1,sand,Avery,changed from deep 20 to 24
2/25/23,24,Deep,5,Halophila,91,6.2,sand,Avery,changed from deep 20 to 24
2/25/23,24,Deep,1,Halophila,95,5.5,,James,changed from deep 20 to 24
2/25/23,24,Deep,2,Halophila,100,6,,James,changed from deep 20 to 24
2/25/23,24,Deep,3,Halophila,100,7.5,,James,changed from deep 20 to 24
2/25/23,24,Deep,4,Halophila,99,7.5,,James,changed from deep 20 to 24
2/25/23,24,Deep,5,Halophila,100,6.5,,James,changed from deep 20 to 24
2/25/23,20,Shallow,1,Halophila,45,2.5,,Kianna,
2/25/23,20,Shallow,1,Syringodium ,45,9,,Kianna,
2/25/23,20,Shallow,1,Macroalgae,10,8,,Kianna,
2/25/23,20,Shallow,2,Halophila,40,3,,Kianna,
2/25/23,20,Shallow,2,Syringodium ,40,9,,Kianna,
2/25/23,20,Shallow,2,Macroalgae,15,7,,Kianna,
2/25/23,20,Shallow,3,Halophila,50,3,,Kianna,
2/25/23,20,Shallow,3,Syringodium ,30,7,,Kianna,
2/25/23,20,Shallow,3,Macroalgae,20,7,,Kianna,
2/25/23,20,Shallow,4,Halophila,60,4,,Kianna,
2/25/23,20,Shallow,4,Syringodium ,20,6,,Kianna,
2/25/23,20,Shallow,4,Macroalgae,15,6.5,,Kianna,
2/25/23,20,Shallow,5,Halophila,40,3,,Kianna,
2/25/23,20,Shallow,5,Syringodium ,30,17,,Kianna,
2/25/23,20,Shallow,5,Macroalgae,5,10,,Kianna,
2/25/23,20,Shallow,1,Halophila,50,3.5,,Stefanie,
2/25/23,20,Shallow,1,Syringodium ,20,10.5,,Stefanie,
2/25/23,20,Shallow,1,Halodule ,20,11,,Stefanie,
2/25/23,20,Shallow,2,Halophila,30,3,,Stefanie,
2/25/23,20,Shallow,2,Syringodium ,15,11.5,,Stefanie,
2/25/23,20,Shallow,2,Halodule ,20,12,,Stefanie,
2/25/23,20,Shallow,3,Halophila,60,2.5,,Stefanie,
2/25/23,20,Shallow,3,Syringodium ,10,13.5,,Stefanie,
2/25/23,20,Shallow,3,Halodule ,15,12,,Stefanie,
2/25/23,20,Shallow,4,Halophila,60,2,,Stefanie,
2/25/23,20,Shallow,4,Syringodium ,15,13,,Stefanie,
2/25/23,20,Shallow,4,Halodule ,15,9,,Stefanie,
2/25/23,20,Shallow,4,Macroalgae,5,8,,Stefanie,
2/25/23,20,Shallow,5,Halophila,40,2,,Stefanie,
2/25/23,20,Shallow,5,Syringodium ,10,16,,Stefanie,
2/25/23,20,Shallow,5,Halodule ,15,7,,Stefanie,
2/25/23,21,Deep,1,Halophila,90,8,,James,
2/25/23,21,Deep,2,Halophila,90,9,,James,
2/25/23,21,Deep,3,Halophila,85,9,,James,
2/25/23,21,Deep,4,Halophila,90,7.5,,James,
2/25/23,21,Deep,5,Halophila,95,8,,James,
2/25/23,21,Deep,1,Halophila,95,7.1,,Avery,
2/25/23,21,Deep,1,Macroalgae,1,15.6,"sand, sponges, mats of ?",Avery,
2/25/23,21,Deep,2,Halophila,91,9.2,"sand, sponges, mats of ?",Avery,
2/25/23,21,Deep,2,Macroalgae,1,12.3,"sand, sponges, mats of ?",Avery,
2/25/23,21,Deep,3,Halophila,81,6.3,"sand, sponges, mats of ?",Avery,
2/25/23,21,Deep,4,Halophila,74,6.4,"sand, sponges, mats of ?",Avery,
2/25/23,21,Deep,5,Halophila,81,6.1,"sand, sponges, mats of ?",Avery,
2/26/23,22,Intermediate,1,Syringodium ,70,8,,Natalie,
2/26/23,22,Intermediate,1,Macroalgae,2,25,,Natalie,
2/26/23,22,Intermediate,2,Thalassia ,5,12.5,,Natalie,
2/26/23,22,Intermediate,2,Syringodium ,75,14.5,,Natalie,
2/26/23,22,Intermediate,2,Macroalgae,5,11,,Natalie,
2/26/23,22,Intermediate,3,Thalassia ,25,18,,Natalie,
2/26/23,22,Intermediate,3,Syringodium ,70,10.5,,Natalie,
2/26/23,22,Intermediate,3,Macroalgae,3,15,,Natalie,
2/26/23,22,Intermediate,4,Thalassia ,15,8.5,,Natalie,
2/26/23,22,Intermediate,4,Syringodium ,80,7.5,,Natalie,
2/26/23,22,Intermediate,4,Macroalgae,2,27,,Natalie,
2/26/23,22,Intermediate,5,Thalassia ,80,16,,Natalie,
2/26/23,22,Intermediate,5,Syringodium ,15,5.5,,Natalie,
2/26/23,22,Intermediate,5,Macroalgae,2,8.5,,Natalie,
2/26/23,22,Intermediate,1,Syringodium ,80,10,,Stefanie,
2/26/23,22,Intermediate,1,Macroalgae,5,4,,Stefanie,
2/26/23,22,Intermediate,2,Syringodium ,85,17,,Stefanie,
2/26/23,22,Intermediate,2,Macroalgae,5,18.5,,Stefanie,
2/26/23,22,Intermediate,3,Thalassia ,10,10,,Stefanie,
2/26/23,22,Intermediate,3,Syringodium ,80,14,,Stefanie,
2/26/23,22,Intermediate,3,Macroalgae,5,8,,Stefanie,
2/26/23,22,Intermediate,4,Thalassia ,5,7,cushion seastar,Stefanie,
2/26/23,22,Intermediate,4,Syringodium ,80,8,cushion seastar,Stefanie,
2/26/23,22,Intermediate,4,Macroalgae,5,10,cushion seastar,Stefanie,
2/26/23,22,Intermediate,5,Thalassia ,90,7,,Stefanie,
2/26/23,22,Intermediate,5,Syringodium ,5,10,,Stefanie,
2/26/23,22,Intermediate,5,Macroalgae,5,13,,Stefanie,
2/26/23,21,Shallow,1,Halophila,54,3.9,Sand,Avery,
2/26/23,21,Shallow,2,Halophila,41,2.1,Sand,Avery,
2/26/23,21,Shallow,3,Halophila,62,5.6,Sand,Avery,
2/26/23,21,Shallow,4,Halophila,31,5.4,"Sand, sponges",Avery,
2/26/23,21,Shallow,5,Halophila,65,4.6,"Sand, sponges",Avery,
2/26/23,21,Shallow,1,Halophila,70,3,,Jordan,
2/26/23,21,Shallow,1,Macroalgae,5,2,,Jordan,
2/26/23,21,Shallow,2,Halophila,75,2.5,,Jordan,
2/26/23,21,Shallow,3,Halophila,65,3,"coral, sponges",Jordan,
2/26/23,21,Shallow,3,Macroalgae,10,2.5,"coral, sponges",Jordan,
2/26/23,21,Shallow,4,Halophila,60,3,sand,Jordan,
2/26/23,21,Shallow,4,Macroalgae,5,3,sand,Jordan,
2/26/23,21,Shallow,5,Halophila,75,3.5,sand,Jordan,
2/26/23,23,Deep,1,Halophila,85,4.3,,Greg,
2/26/23,23,Deep,1,Macroalgae,10,5,,Greg,
2/26/23,23,Deep,1,Other,1,10,,Greg,
2/26/23,23,Deep,2,Halophila,90,6,,Greg,
2/26/23,23,Deep,2,Macroalgae,5,12,,Greg,
2/26/23,23,Deep,2,Other,1,11,,Greg,
2/26/23,23,Deep,3,Halophila,90,5.5,,Greg,
2/26/23,23,Deep,3,Macroalgae,5,20,,Greg,
2/26/23,23,Deep,3,Other,1,12,,Greg,
2/26/23,23,Deep,4,Halophila,95,5.4,,Greg,
2/26/23,23,Deep,4,Macroalgae,4,17,,Greg,
2/26/23,23,Deep,4,Other,1,15,,Greg,
2/26/23,23,Deep,5,Halophila,95,5.4,,Greg,
2/26/23,23,Deep,5,Macroalgae,4,20,,Greg,
2/26/23,23,Deep,5,Other,1,10,,Greg,
2/26/23,23,Deep,1,Halophila,98,7.5,,James,
2/26/23,23,Deep,2,Halophila,100,8,,James,
2/26/23,23,Deep,3,Halophila,85,8,lots of calcified algae ,James,
2/26/23,23,Deep,4,Halophila,90,9.5,,James,
2/26/23,23,Deep,5,Halophila,95,7,,James,
2/26/23,23,Intermediate,1,Halophila,95,4.5,southern stingray,Natalie,
2/26/23,23,Intermediate,2,Halophila,95,5,,Natalie,
2/26/23,23,Intermediate,2,Macroalgae,2,10,school of bar jack,Natalie,
2/26/23,23,Intermediate,3,Halophila,90,6,,Natalie,
2/26/23,23,Intermediate,3,Macroalgae,3,7,,Natalie,
2/26/23,23,Intermediate,4,Halophila,98,11,,Natalie,
2/26/23,23,Intermediate,4,Macroalgae,2,16,,Natalie,
2/26/23,23,Intermediate,5,Halophila,90,4,,Natalie,
2/26/23,23,Intermediate,5,Macroalgae,10,16,,Natalie,
2/26/23,23,Intermediate,1,Halophila,90,4,southern stingray,Stefanie,
2/26/23,23,Intermediate,2,Halophila,95,3.5,school of bar jack,Stefanie,
2/26/23,23,Intermediate,3,Halophila,90,4,,Stefanie,
2/26/23,23,Intermediate,4,Halophila,90,3,sand hills crustose,Stefanie,
2/26/23,23,Intermediate,4,Macroalgae,5,,,Stefanie,
2/26/23,23,Intermediate,5,Halophila,90,5,sand,Stefanie,
2/26/23,23,Intermediate,5,Macroalgae,5,,,Stefanie,
2/26/23,22,Shallow,1,Syringodium ,70,13.1,"sand, fan",Avery,
2/26/23,22,Shallow,1,Macroalgae,1,6.7,sand,Avery,
2/26/23,22,Shallow,2,Thalassia ,1,14.2,sand,Avery,
2/26/23,22,Shallow,2,Syringodium ,68,15.1,sand,Avery,
2/26/23,22,Shallow,2,Macroalgae,1,16.1,sand,Avery,
2/26/23,22,Shallow,3,Syringodium ,71,17.6,sand,Avery,
2/26/23,22,Shallow,3,Macroalgae,1,6.1,sand,Avery,
2/26/23,22,Shallow,4,Thalassia ,5,15.6,sand,Avery,
2/26/23,22,Shallow,4,Syringodium ,61,6.1,sand,Avery,
2/26/23,22,Shallow,4,Macroalgae,1,1,sand,Avery,
2/26/23,22,Shallow,5,Thalassia ,3,16.1,sand,Avery,
2/26/23,22,Shallow,5,Syringodium ,70,17.6,sand,Avery,
2/26/23,22,Shallow,5,Macroalgae,5,17.9,sand,Avery,
2/26/23,22,Deep,1,Halophila,95,7,,James,
2/26/23,22,Deep,2,Halophila,98,10,,James,
2/26/23,22,Deep,3,Halophila,97,7,,James,
2/26/23,22,Deep,4,Halophila,98,8.5,,James,
2/26/23,22,Deep,5,Halophila,95,8,,James,
2/26/23,22,Deep,1,Halophila,90,5.7,,Greg,
2/26/23,22,Deep,1,Macroalgae,10,10,,Greg,
2/26/23,22,Deep,2,Halophila,90,5,,Greg,
2/26/23,22,Deep,2,Macroalgae,10,7,,Greg,
2/26/23,22,Deep,3,Halophila,90,4.9,,Greg,
2/26/23,22,Deep,3,Macroalgae,10,3,,Greg,
2/26/23,22,Deep,4,Halophila,90,5.1,,Greg,
2/26/23,22,Deep,4,Macroalgae,10,17,,Greg,
2/26/23,22,Deep,5,Halophila,90,4.9,,Greg,
2/26/23,22,Deep,5,Macroalgae,10,11,,Greg,
2/25/23,20,Deep,1,Halophila,65,7,,Darian,
2/25/23,20,Deep,1,Macroalgae,33,,,Darian,
2/25/23,20,Deep,1,Other,2,,sponge,Darian,
2/25/23,20,Deep,2,Halophila,65,7,,Darian,
2/25/23,20,Deep,2,Macroalgae,33,,,Darian,
2/25/23,20,Deep,2,Other,2,,sponge,Darian,
2/25/23,20,Deep,3,Halophila,65,8,,Darian,
2/25/23,20,Deep,3,Macroalgae,33,,,Darian,
2/25/23,20,Deep,3,Other,2,,sponge,Darian,
2/25/23,20,Deep,4,Halophila,95,8,,Darian,
2/25/23,20,Deep,4,Other,5,,sponge,Darian,
2/25/23,20,Deep,5,Halophila,80,9,,Darian,
2/25/23,20,Deep,5,Macroalgae,17,,,Darian,
2/25/23,20,Deep,5,Other,3,,sponge,Darian,
2/25/23,20,Deep,1,Halophila,80,5.5,,Greg,
2/25/23,20,Deep,1,Macroalgae,10,17,,Greg,
2/25/23,20,Deep,1,Other,10,20,,Greg,
2/25/23,20,Deep,2,Halophila,90,4.9,,Greg,
2/25/23,20,Deep,2,Macroalgae,5,8,,Greg,
2/25/23,20,Deep,2,Other,1,7,,Greg,
2/25/23,20,Deep,3,Halophila,80,5.9,,Greg,
2/25/23,20,Deep,3,Macroalgae,7,13,,Greg,
2/25/23,20,Deep,3,Other,10,27,,Greg,
2/25/23,20,Deep,4,Halophila,90,5.7,,Greg,
2/25/23,20,Deep,4,Other,5,20,,Greg,
2/25/23,20,Deep,5,Halophila,95,5.5,,Greg,
2/25/23,20,Deep,5,Other,5,17,,Greg,
2/24/23,15,Shallow,1,Halophila,50,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,1,Macroalgae,5,14.9,,Avery,
2/24/23,15,Shallow,1,Other,45,,sand,Avery,
2/24/23,15,Shallow,2,Halophila,45,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,2,Macroalgae,5,10.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,2,Other,50,,sand,Avery,
2/24/23,15,Shallow,3,Halophila,39,3.9,coated in bacteria mats,Avery,
2/24/23,15,Shallow,3,Macroalgae,3,12.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,3,Other,58,,sand,Avery,
2/24/23,15,Shallow,4,Halophila,32,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,4,Macroalgae,5,13.9,coates in bacteria mats,Avery,
2/24/23,15,Shallow,4,Halodule ,1,8.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,4,Other,62,,sand,Avery,
2/24/23,15,Shallow,5,Halophila,39,4.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Halodule ,5,8.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Macroalgae,2,12.5,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Other,54,,sand,Avery,
2/24/23,15,Shallow,1,Halophila,33,3,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,2,Halophila,40,4,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,3,Halophila,35,2,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,4,Halophila,20,1.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,5,Halophila,25,2.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,5,Halodule ,20,14.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,16,Deep,1,Halophila,85,7.6,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,2,Halophila,90,6.2,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,3,Halophila,85,7.2,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,3,Macroalgae,1,21.2,"sponges, sand, mats of bacteria",Avery,said less than one changed to 1 for analysis
2/24/23,16,Deep,4,Halophila,85,6.6,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,5,Halophila,90,8.1,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,1,Halophila,99,6,,James,
2/24/23,16,Deep,2,Halophila,100,8,,James,
2/24/23,16,Deep,3,Halophila,100,9.5,,James,
2/24/23,16,Deep,4,Halophila,98,8,,James,
2/24/23,16,Deep,5,Halophila,98,7,,James,
2/24/23,16,Intermediate,1,Halophila,30,4,,Karl,
2/24/23,16,Intermediate,1,Macroalgae,35,19,,Karl,
2/24/23,16,Intermediate,2,Halophila,75,3.5,,Karl,
2/24/23,16,Intermediate,2,Macroalgae,10,13,,Karl,
2/24/23,16,Intermediate,3,Halophila,70,4,,Karl,
2/24/23,16,Intermediate,3,Macroalgae,10,7,,Karl,
2/24/23,16,Intermediate,4,Halophila,40,4,,Karl,
2/24/23,16,Intermediate,4,Macroalgae,30,13,,Karl,
2/24/23,16,Intermediate,5,Halophila,5,2,,Karl,
2/24/23,16,Intermediate,5,Macroalgae,50,15,,Karl,
2/24/23,16,Intermediate,1,Halophila,10,3,,Stefanie,
2/24/23,16,Intermediate,1,Macroalgae,40,4,,Stefanie,
2/24/23,16,Intermediate,2,Halophila,65,3,,Stefanie,
2/24/23,16,Intermediate,2,Macroalgae,10,13,giant sea star (he's moving),Stefanie,
2/24/23,16,Intermediate,3,Halophila,40,3,,Stefanie,
2/24/23,16,Intermediate,3,Macroalgae,35,1.5,,Stefanie,
2/24/23,16,Intermediate,4,Halophila,35,1.5,,Stefanie,
2/24/23,16,Intermediate,4,Macroalgae,15,11,,Stefanie,
2/24/23,16,Intermediate,5,Halophila,2,2,,Stefanie,
2/24/23,16,Intermediate,5,Macroalgae,30,12,,Stefanie,
2/24/23,17,Intermediate,1,Halophila,85,7,,Karl,
2/24/23,17,Intermediate,2,Halophila,80,7,,Karl,
2/24/23,17,Intermediate,2,Macroalgae,10,,,Karl,
2/24/23,17,Intermediate,3,Halophila,70,9,,Karl,
2/24/23,17,Intermediate,3,Macroalgae,30,,,Karl,
2/24/23,17,Intermediate,4,Halophila,95,4,,Karl,
2/24/23,17,Intermediate,5,Halophila,95,4,,Karl,
2/24/23,17,Intermediate,1,Halophila,90,4.5,,Stefanie,
2/24/23,17,Intermediate,1,Macroalgae,2,13,rope sponges and lots of nudibranchs,Stefanie,
2/24/23,17,Intermediate,2,Halophila,95,2.5,scarring,Stefanie,
2/24/23,17,Intermediate,3,Halophila,90,4,,Stefanie,
2/24/23,17,Intermediate,4,Halophila,60,4,,Stefanie,
2/24/23,17,Intermediate,4,Macroalgae,10,n/a,red mat over taking and sand,Stefanie,
2/24/23,17,Intermediate,5,Halophila,95,5,rope sponges,Stefanie,
2/24/23,16,Shallow,1,Halophila,20,1,Bouy anchored,Stefanie,
2/24/23,16,Shallow,1,Halodule ,10,11,,Stefanie,
2/24/23,16,Shallow,1,Macroalgae,1,3,,Stefanie,
2/24/23,16,Shallow,2,Halophila,10,1,,Stefanie,
2/24/23,16,Shallow,2,Halodule ,10,6,,Stefanie,
2/24/23,16,Shallow,3,Halophila,20,15,,Stefanie,
2/24/23,16,Shallow,3,Halodule ,10,8,,Stefanie,
2/24/23,16,Shallow,4,Halophila,30,15,,Stefanie,
2/24/23,16,Shallow,4,Halodule ,10,5,,Stefanie,
2/24/23,16,Shallow,5,Halophila,20,2,,Stefanie,
2/24/23,16,Shallow,5,Halodule ,10,7,,Stefanie,
2/24/23,16,Shallow,1,Halophila,20,1,,Karl,
