Year,Date,Location,Observer,Transect,Quadrat,S.filiforme,T.testudinum,H.wrightii,Halophilastipulacae,PecentSeagrassCover,NumberShoots,NumberShootsH.stipulacae ,SubquadratSize(cmsquared),Height(mm),Height(mm)H.stipulacea,CalculatedSpeciesHeight(mm),PercentMACA,PercentEpiphytes,Grazing/Notes,
2012,10/24/12,Central,JKHW,4,6,3,0,0,0,3,36,,0.04,67,,67,4,,,
2012,10/24/12,Central,JKHW,4,7,4,0,1,0,5,29,,0.04,125,,125,3,,small hermit crab,
2012,10/24/12,Central,JKHW,4,8,8,0,0,0,8,33,,0.04,103,,103,1,,white fireworm,
2012,10/24/12,Central,JKHW,4,9,10,0,0,0,10,26,,0.04,69,,69,1,,,
2012,10/24/12,Central,JKHW,4,10,0,0,0,0,0,0,,0.04,,,,2,,,
2012,10/24/12,North,JKHW,8,1,2,0,0,0,2,26,,0.04,131,,131,0,,,
2012,10/24/12,North,JKHW,8,2,1,0,0,0,1,13,,0.04,130,,130,0,,,
2012,10/24/12,North,JKHW,8,3,1,0,0,0,1,11,,0.04,82,,82,0,,,
2012,10/24/12,North,JKHW,8,4,5,0,0,0,5,39,,0.04,51,,51,0,,,
2012,10/24/12,North,JKHW,8,5,0,0,0,0,0,0,,0.04,,,,0,,,
2012,10/24/12,North,JKHW,8,6,0,0,0,0,0,0,,0.04,,,,2,,,
2012,10/24/12,North,JKHW,8,7,0,0,0,0,0,0,,0.04,,,,10,,drift MACA,
2012,10/24/12,North,JKHW,8,8,2,0,1,0,3,25,,0.04,142,,142,0,,,
2012,10/24/12,North,JKHW,8,9,2,0,0,0,2,21,,0.04,101,,101,0,,,
2012,10/24/12,North,JKHW,8,10,0,0,0,0,0,0,,0.04,,,,0,,,
2012,10/24/12,Central,JKHW,9,1,18,0,0,0,18,41,,0.04,98,,98,0,,,
2012,10/24/12,Central,JKHW,9,2,6,0,0,0,6,26,,0.04,190,,190,0,,,
2012,10/24/12,Central,JKHW,9,3,30,0,0,0,30,57,,0.04,75,,75,0,,,
2012,10/24/12,Central,JKHW,9,4,20,0,0,0,20,31,,0.04,64,,64,0,,,
2012,10/24/12,Central,JKHW,9,5,40,0,0,0,40,63,,0.04,121,,121,3,,,
2012,10/24/12,Central,JKHW,9,6,4,0,1,0,5,31,,0.04,81,,81,1,,,
2012,10/24/12,Central,JKHW,9,7,10,0,0,0,10,21,,0.04,77,,77,3,,,
2012,10/24/12,Central,JKHW,9,8,0,0,0,0,0,0,,0.04,,,,0,,,
2012,10/24/12,Central,JKHW,9,9,0,0,0,0,0,0,,0.04,,,,2,,,
2012,10/24/12,Central,JKHW,9,10,0,0,0,0,0,0,,0.04,,,,0,,,
2013,10/23/13,South,LMSMAD,1,1,0,0,20,0,20,14,,0.04,20,,20,,,,
2013,10/23/13,South,LMSMAD,1,2,0,0,5,0,5,5,,0.04,700,,700,,,,
2013,10/23/13,South,LMSMAD,1,3,0,0,30,0,30,18,,0.04,120,,120,,,,
2013,10/23/13,South,LMSMAD,1,4,0,0,40,0,40,26,,0.04,115,,115,,,,
2013,10/23/13,South,LMSMAD,1,5,0,0,20,0,20,5,,0.04,180,,180,,,,
2013,10/23/13,South,LMSMAD,1,6,0,0,20,0,20,21,,0.04,90,,90,,,,
2013,10/23/13,South,LMSMAD,1,7,0,0,10,0,10,9,,0.04,180,,180,,,,
2013,10/23/13,South,LMSMAD,1,8,0,0,30,0,30,17,,0.04,65,,65,,,,
2013,10/23/13,South,LMSMAD,1,9,0,0,30,0,30,23,,0.04,100,,100,,,,
2013,10/23/13,South,LMSMAD,1,10,0,0,10,0,10,15,,0.04,60,,60,,,,
2013,10/23/13,Central,LMSMAD,2,1,0,0,10,0,10,32,,0.04,80,,80,,,,
2013,10/23/13,Central,LMSMAD,2,2,0,0,10,0,10,26,,0.04,130,,130,,,,
2013,10/23/13,Central,LMSMAD,2,3,0,0,10,0,10,25,,0.04,150,,150,,,,
2013,10/23/13,Central,LMSMAD,2,4,0,0,10,0,10,35,,0.04,100,,100,,,,
2013,10/23/13,Central,LMSMAD,2,5,0,0,30,0,30,36,,0.04,100,,100,,,,
2013,10/23/13,Central,LMSMAD,2,6,0,0,20,0,20,37,,0.04,130,,130,,,,
2013,10/23/13,Central,LMSMAD,2,7,0,0,10,0,10,16,,0.04,120,,120,,,,
2013,10/23/13,Central,LMSMAD,2,8,0,0,10,0,10,15,,0.04,50,,50,,,,
2013,10/23/13,Central,LMSMAD,2,9,0,0,15,0,15,13,,0.04,100,,100,,,,
2013,10/23/13,Central,LMSMAD,2,10,0,0,6,0,6,12,,0.04,150,,150,,,,
2013,10/23/13,North,LMSMAD,3,1,0,0,18,0,18,35,,0.04,250,,250,,,,
2013,10/23/13,North,LMSMAD,3,2,0,0,11,0,11,30,,0.04,140,,140,,,,
2013,10/23/13,North,LMSMAD,3,3,0,0,10,0,10,50,,0.04,190,,190,,,,
2013,10/23/13,North,LMSMAD,3,4,0,0,12,0,12,60,,0.04,120,,120,,,,
2013,10/23/13,North,LMSMAD,3,5,0,0,7,0,7,44,,0.04,240,,240,,,,
2013,10/23/13,North,LMSMAD,3,6,0,0,10,0,10,13,,0.04,130,,130,,,,
2013,10/23/13,North,LMSMAD,3,7,0,0,9,0,9,23,,0.04,200,,200,,,,
2013,10/23/13,North,LMSMAD,3,8,0,0,10,0,10,17,,0.04,100,,100,,,,
2013,10/23/13,North,LMSMAD,3,9,0,0,7,0,7,35,,0.04,150,,150,,,,
2013,10/23/13,North,LMSMAD,3,10,0,0,15,0,15,24,,0.04,110,,110,,,,
2013,10/23/13,South,JS/HG/MA,4,1,0,0,0,0,0,38,,0.04,80,,80,,,,
2013,10/23/13,South,JS/HG/MA,4,2,10,0,0,0,10,35,,0.04,40,,40,,,,
2013,10/23/13,South,JS/HG/MA,4,3,10,0,0,0,10,18,,0.04,150,,150,,,,
2013,10/23/13,South,JS/HG/MA,4,4,10,0,0,0,10,30,,0.04,70,,70,,,,
2013,10/23/13,South,JS/HG/MA,4,5,15,0,0,0,15,50,,0.04,100,,100,5,,,
2013,10/23/13,South,JS/HG/MA,4,6,20,0,0,0,20,55,,0.04,160,,160,4,,,
2013,10/23/13,South,JS/HG/MA,4,7,10,0,0,0,10,30,,0.04,90,,90,9,,,
2013,10/23/13,South,JS/HG/MA,4,8,5,0,0,0,5,30,,0.04,120,,120,8,,,
2013,10/23/13,South,JS/HG/MA,4,9,10,0,0,0,10,28,,0.04,160,,160,2,,,
2013,10/23/13,South,JS/HG/MA,4,10,12,0,0,0,12,35,,0.04,150,,150,5,,,
2013,10/23/13,Central,JS/HG/MA,5,1,5,0,0,0,5,20,,0.04,150,,150,1,,,
2013,10/23/13,Central,JS/HG/MA,5,2,10,0,0,0,10,34,,0.04,80,,80,11,,,
2013,10/23/13,Central,JS/HG/MA,5,3,10,0,0,0,10,8,,0.04,50,,50,5,,,
2013,10/23/13,Central,JS/HG/MA,5,4,15,0,0,0,15,31,,0.04,70,,70,2,,,
2013,10/23/13,Central,JS/HG/MA,5,5,5,0,0,0,5,30,,0.04,100,,100,,,,
2013,10/23/13,Central,JS/HG/MA,5,6,8,0,0,0,8,20,,0.04,80,,80,1,,,
2013,10/23/13,Central,JS/HG/MA,5,7,10,0,0,0,10,15,,0.04,50,,50,2,,,
2013,10/23/13,Central,JS/HG/MA,5,8,5,0,0,0,5,38,,0.04,60,,60,5,,,
2013,10/23/13,Central,JS/HG/MA,5,9,5,0,0,0,5,22,,0.04,40,,40,12,,,
2013,10/23/13,Central,JS/HG/MA,5,10,5,0,0,0,5,40,,0.04,100,,100,,,,
2013,10/23/13,North,JS/HG/MA,6,1,15,0,0,0,15,32,,0.04,140,,140,2,,,
2013,10/23/13,North,JS/HG/MA,6,2,8,0,0,0,8,11,,0.04,50,,50,3,,,
2013,10/23/13,North,JS/HG/MA,6,3,20,0,0,0,20,65,,0.04,80,,80,2,,,
2013,10/23/13,North,JS/HG/MA,6,4,5,0,0,0,5,8,,0.04,70,,70,,,,
2013,10/23/13,North,JS/HG/MA,6,5,35,0,0,0,35,40,,0.04,100,,100,,,,
2013,10/23/13,North,JS/HG/MA,6,6,30,0,0,0,30,45,,0.04,110,,110,3,,,
2013,10/23/13,North,JS/HG/MA,6,7,15,0,0,0,15,8,,0.04,70,,70,,,,
2013,10/23/13,North,JS/HG/MA,6,8,20,0,0,0,20,50,,0.04,80,,80,2,,,
2013,10/23/13,North,JS/HG/MA,6,9,60,0,0,0,60,60,,0.04,110,,110,6,,,
2013,10/23/13,North,JS/HG/MA,6,10,30,0,0,0,30,18,,0.04,140,,140,2,,,
2013,10/23/13,South,VB/JK/AH,7,1,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,2,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,3,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,4,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,5,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,6,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,7,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,South,VB/JK/AH,7,8,5,0,0,0,5,19,,0.04,106,,106,,,,
2013,10/23/13,South,VB/JK/AH,7,9,5,0,0,0,5,22,,0.04,89,,89,,,,
2013,10/23/13,South,VB/JK/AH,7,10,5,0,0,0,5,12,,0.04,124,,124,,,,
2013,10/23/13,Central,VB/JK/AH,8,1,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,Central,VB/JK/AH,8,2,1,0,0,0,1,15,,0.04,177,,177,,,,
2013,10/23/13,Central,VB/JK/AH,8,3,4,0,0,0,4,23,,0.04,124,,124,,,,
2013,10/23/13,Central,VB/JK/AH,8,4,5,0,0,0,5,25,,0.04,124,,124,,,,
2013,10/23/13,Central,VB/JK/AH,8,5,1,0,0,0,1,12,,0.04,106,,106,,,,
2013,10/23/13,Central,VB/JK/AH,8,6,3,0,0,0,3,11,,0.04,53,,53,,,,
2013,10/23/13,Central,VB/JK/AH,8,7,1,0,0,0,1,14,,0.04,142,,142,,,,
2013,10/23/13,Central,VB/JK/AH,8,8,1,0,0,0,1,12,,0.04,35,,35,,,,
2013,10/23/13,Central,VB/JK/AH,8,9,5,0,0,0,5,17,,0.04,71,,71,,,,
2013,10/23/13,Central,VB/JK/AH,8,10,1,0,0,0,1,9,,0.04,142,,142,,,,
2013,10/23/13,North,VB/JK/AH,9,1,0,0,0,0,0,0,,0.04,,,,,,,
2013,10/23/13,North,VB/JK/AH,9,2,1,0,0,0,1,0,,0.04,71,,71,,,,
2013,10/23/13,North,VB/JK/AH,9,3,0.3,0,0,0,0.3,9,,0.04,142,,142,,,,
2013,10/23/13,North,VB/JK/AH,9,4,5,0,0,0,5,3,,0.04,89,,89,,,,
2013,10/23/13,North,VB/JK/AH,9,5,0.5,0,0,0,0.5,19,,0.04,71,,71,,,,
2013,10/23/13,North,VB/JK/AH,9,6,0.4,0,0,0,0.4,11,,0.04,106,,106,,,,
2013,10/23/13,North,VB/JK/AH,9,7,0.2,0,0,0,0.2,4,,0.04,106,,106,,,,
2013,10/23/13,North,VB/JK/AH,9,8,0.4,0,0,0,0.4,5,,0.04,113,,113,,,,
2013,10/23/13,North,VB/JK/AH,9,9,5,0,0,0,5,20,,0.04,142,,142,,,,
2013,10/23/13,North,VB/JK/AH,9,10,6,0,0,0,6,34,,0.04,142,,142,,,,
2013,10/23/13,South,HB/CB/JB,10,1,5,0,0,0,5,5,,0.04,70,,70,10,0,,
2013,10/23/13,South,HB/CB/JB,10,2,5,0,0,0,5,14,,0.04,110,,110,0,0,,
2013,10/23/13,South,HB/CB/JB,10,3,15,0,0,0,15,12,,0.04,150,,150,5,0,,
2013,10/23/13,South,HB/CB/JB,10,4,4,0,0,0,4,12,,0.04,100,,100,0,0,,
2013,10/23/13,South,HB/CB/JB,10,5,5,0,0,0,5,6,,0.04,100,,100,0,0,,
2013,10/23/13,South,HB/CB/JB,10,6,3,0,0,0,3,13,,0.04,30,,30,0,0,,
2013,10/23/13,South,HB/CB/JB,10,7,2,0,0,0,2,9,,0.04,70,,70,0,0,,
2013,10/23/13,South,HB/CB/JB,10,8,15,0,0,0,15,25,,0.04,80,,80,10,0,,
2013,10/23/13,South,HB/CB/JB,10,9,15,0,0,0,15,31,,0.04,80,,80,10,0,,
2013,10/23/13,South,HB/CB/JB,10,10,1,0,0,0,1,13,,0.04,40,,40,10,0,,
2013,10/23/13,Central,HB/CB/JB,11,1,5,0,0,0,5,10,,0.04,110,,110,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,2,2,0,0,0,2,17,,0.04,50,,50,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,3,2,0,0,0,2,18,,0.04,100,,100,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,4,15,0,0,0,15,39,,0.04,60,,60,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,5,10,0,0,0,10,25,,0.04,70,,70,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,6,20,0,0,0,20,12,,0.04,110,,110,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,7,20,0,0,0,20,30,,0.04,50,,50,0,0,,
2013,10/23/13,Central,HB/CB/JB,11,8,25,0,0,0,25,12,,0.04,50,,50,10,0,,
2013,10/23/13,Central,HB/CB/JB,11,9,10,0,0,0,10,24,,0.04,70,,70,15,0,,
2013,10/23/13,Central,HB/CB/JB,11,10,5,0,0,0,5,4,,0.04,80,,80,0,0,,
2013,10/23/13,North,HB/CB/JB,12,1,0,0,0,0,0,0,,0.04,,,,0,0,,
2013,10/23/13,North,HB/CB/JB,12,2,0,0,0,0,0,0,,0.04,,,,0,0,,
2013,10/23/13,North,HB/CB/JB,12,3,0,0,0,0,0,0,,0.04,,,,0,0,,
2013,10/23/13,North,HB/CB/JB,12,4,30,0,0,0,30,38,,0.04,40,,40,0,0,,
2013,10/23/13,North,HB/CB/JB,12,5,15,0,0,0,15,35,,0.04,200,,200,0,0,,
2013,10/23/13,North,HB/CB/JB,12,6,20,0,0,0,20,41,,0.04,90,,90,0,0,,
2013,10/23/13,North,HB/CB/JB,12,7,15,0,0,0,15,17,,0.04,90,,90,0,0,,
2013,10/23/13,North,HB/CB/JB,12,8,15,0,0,0,15,52,,0.04,150,,150,0,0,,
2013,10/23/13,North,HB/CB/JB,12,9,25,0,0,0,25,41,,0.04,80,,80,0,0,,
2013,10/23/13,North,HB/CB/JB,12,10,15,0,0,0,15,39,,0.04,20,,20,0,0,,
2014,10/1/14,South,AD/KG,1,1,0,0,0,0,0,0,,0.04,,,,25,0,Halimeda,
2014,10/1/14,South,AD/KG,1,2,0,0,0,0,0,0,,0.04,,,,25,0,Dictyota,
2014,10/1/14,South,AD/KG,1,3,0,0,0,0,0,0,,0.04,,,,5,0,Dictyota,
2014,10/1/14,South,AD/KG,1,4,0,0,0,0,0,0,,0.04,,,,15,0,Dictyota,
2014,10/1/14,South,AD/KG,1,5,0,0,0,0,0,0,,0.04,,,,25,0,Dictyota,
2014,10/1/14,South,AD/KG,1,6,0,0,0,0,0,0,,0.04,,,,40,0,Dictyota,
2014,10/1/14,South,AD/KG,1,7,0,0,0,0,0,0,,0.04,,,,25,0,Dictyota,
2014,10/1/14,South,AD/KG,1,8,0,0,0,0,0,0,,0.04,,,,10,0,Dictyota,
2014,10/1/14,South,AD/KG,1,9,0,0,0,0,0,0,,0.04,,,,75,0,Dictyota,
2014,10/1/14,South,AD/KG,1,10,0,0,0,0,0,0,,0.04,,,,15,0,Dictyota,
2014,10/1/14,Central,AD/KG,3,1,0,0,25,25,50,34,,0.04,30,,30,20,0,MACA,
2014,10/1/14,Central,AD/KG,3,2,0,0,75,10,85,58,,0.04,50,,50,5,0,MACA,
2014,10/1/14,Central,AD/KG,3,3,0,0,20,5,25,33,,0.04,20,,20,25,0,MACA,
2014,10/1/14,Central,AD/KG,3,4,0,0,75,0,75,20,,0.04,55,,55,5,0,Dictyota,
2014,10/1/14,Central,AD/KG,3,5,0,0,45,0,45,17,,0.04,90,,90,10,0,MACA,
2014,10/1/14,Central,AD/KG,3,6,0,0,30,1,31,10,,0.04,60,,60,55,0,Dictyota & MACA,
2014,10/1/14,Central,AD/KG,3,7,0,0,20,0,20,27,,0.04,80,,80,35,0,Dictyota & MACA,
2014,10/1/14,Central,AD/KG,3,8,0,0,20,0,20,27,,0.04,80,,80,25,0,Dictyota,
2014,10/1/14,Central,AD/KG,3,9,0,0,20,0,20,34,,0.04,110,,110,85,0,Dictyota & MACA,
2014,10/1/14,Central,AD/KG,3,10,40,0,15,0,55,24,,0.04,170,,170,80,0,MACA,
2014,10/1/14,North,AD/KG,5,1,0,0,75,0,75,63,,0.04,40,,40,0,0,,
2014,10/1/14,North,AD/KG,5,2,0,0,75,0,75,20,,0.04,40,,40,40,0,MACA,
2014,10/1/14,North,AD/KG,5,3,0,0,20,0,20,18,,0.04,90,,90,20,0,MACA,
2014,10/1/14,North,AD/KG,5,4,0,0,30,0,30,28,,0.04,110,,110,25,0,MACA,
2014,10/1/14,North,AD/KG,5,5,0,0,15,0,15,18,,0.04,80,,80,35,0,MACA,
2014,10/1/14,North,AD/KG,5,6,0,0,15,0,15,17,,0.04,40,,40,5,0,MACA,
2014,10/1/14,North,AD/KG,5,7,0,0,40,0,40,5,,0.04,70,,70,0,0,MACA,
2014,10/1/14,North,AD/KG,5,8,0,0,60,0,60,17,,0.04,20,,20,10,0,MACA,
2014,10/1/14,North,AD/KG,5,9,0,0,1,0,1,8,,0.04,130,,130,0,0,MACA,
2014,10/1/14,North,AD/KG,5,10,0,0,0,0,0,0,,0.04,,,,20,0,MACA,
2014,10/1/14,South,HG/SG,2,1,30,0,0,40,70,38,0,0.04,80,,80,40,0,MACA,
2014,10/1/14,South,HG/SG,2,2,20,0,0,30,50,40,24,0.04,85,36,85,55,0,MACA,
2014,10/1/14,South,HG/SG,2,3,15,0,0,35,50,37,22,0.04,78,46,78,50,0,MACA,
2014,10/1/14,South,HG/SG,2,4,20,0,0,10,30,38,5,0.04,66,,66,55,0,MACA,
2014,10/1/14,South,HG/SG,2,5,15,0,0,0,15,37,0,0.04,77,,77,30,0,MACA & Dictyota,
2014,10/1/14,South,HG/SG,2,6,5,0,0,0,5,38,0,0.04,100,,100,50,0,MACA & Dictyota,
2014,10/1/14,South,HG/SG,2,7,10,0,0,30,40,16,0,0.04,64,,64,50,0,MACA & Dictyota,
2014,10/1/14,South,HG/SG,2,8,15,0,0,0,15,27,0,0.04,76,,76,20,0,MACA & Dictyota,
2014,10/1/14,South,HG/SG,2,9,20,0,0,0,20,26,0,0.04,60,,60,50,0,MACA & Dictyota,
2014,10/1/14,South,HG/SG,2,10,5,0,0,20,25,0,0,0.04,,,,50,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,1,15,0,0,0,15,28,0,0.04,60,,60,50,0,MACA,
2014,10/1/14,Central,HG/SG,4,2,10,0,0,40,50,40,32,0.04,103,36,103,40,0,MACA,
2014,10/1/14,Central,HG/SG,4,3,20,0,0,60,80,31,25,0.04,143,56,143,55,0,MACA,
2014,10/1/14,Central,HG/SG,4,4,10,0,0,30,40,36,27,0.04,,40,40,50,0,MACA,
2014,10/1/14,Central,HG/SG,4,5,10,0,0,20,30,30,26,0.04,170,54,170,45,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,6,15,0,0,30,45,39,29,0.04,90,42,90,30,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,7,20,0,0,35,55,32,26,0.04,80,50,80,30,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,8,15,0,0,35,50,32,26,0.04,80,50,80,45,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,9,5,0,0,25,30,30,19,0.04,74,40,74,55,0,MACA & Dictyota,
2014,10/1/14,Central,HG/SG,4,10,5,0,0,30,35,42,17,0.04,80,30,80,50,0,MACA,
2014,10/1/14,North,HG/SG,6,1,5,0,0,0,5,23,0,0.04,132,,132,30,0,MACA,
2014,10/1/14,North,HG/SG,6,2,5,0,0,0,5,16,0,0.04,142,,142,30,0,MACA,
2014,10/1/14,North,HG/SG,6,3,20,0,0,0,20,34,0,0.04,94,,94,45,0,MACA & Dictyota,
2014,10/1/14,North,HG/SG,6,4,15,0,0,0,15,12,0,0.04,65,,65,30,0,MACA,
2014,10/1/14,North,HG/SG,6,5,10,0,0,0,10,26,0,0.04,85,,85,30,0,MACA,
2014,10/1/14,North,HG/SG,6,6,20,0,0,0,20,22,0,0.04,78,,78,40,0,MACA & Dictyota,
2014,10/1/14,North,HG/SG,6,7,20,0,0,0,20,27,0,0.04,122,,122,40,0,MACA & Dictyota,
2014,10/1/14,North,HG/SG,6,8,30,0,0,0,30,26,0,0.04,105,,105,50,0,MACA & Dictyota,
2014,10/1/14,North,HG/SG,6,9,30,0,0,0,30,10,0,0.04,137,,137,40,0,MACA & Dictyota,
2014,10/1/14,North,HG/SG,6,10,30,0,0,0,30,22,0,0.04,45,,45,45,0,MACA & Dictyota,
2015,9/30/15,South,"DL, CH, SH, MD",1,1,0,0,0,90,90,9,,0.04,110,,110,0,,no; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,2,0,0,0,95,95,12,,0.04,100,,100,0,,yes; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,3,0,0,0,95,95,10,,0.04,80,,80,0,,yes; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,4,2,0,0,95,97,12,,0.04,70,,70,0,,yes; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,5,2,0,0,95,97,9,,0.04,80,,80,0,,no; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,6,4,0,0,80,84,13,,0.04,90,,90,0,,no; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,7,0,0,0,90,90,15,,0.04,70,,70,0,,yes; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,8,0,0,0,90,90,14,,0.04,110,,110,0,,no; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,9,0,0,0,85,85,16,,0.04,6,,6,0,,no; only one blade measured,
2015,9/30/15,South,"DL, CH, SH, MD",1,10,0,0,0,80,80,10,,0.04,7,,7,0,,no; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,1,0,0,0,60,60,8,,0.04,70,,70,0,,yes; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,2,0,0,0,70,70,16,,0.04,100,,100,0,,yes; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,3,0,0,0,60,60,11,,0.04,80,,80,0,,no; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,4,0,0,0,65,65,17,,0.04,70,,70,0,,yes; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,5,50,0,0,5,55,7,,0.04,20,,20,0,,no; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,6,30,0,0,10,40,15,,0.04,30,,30,0,,no; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,7,15,0,0,15,30,18,,0.04,90,,90,0,,yes; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,8,5,0,0,20,25,20,,0.04,50,20,50,0,,cyanobacteria 5%; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,9,0,0,0,80,80,22,,0.04,80,,80,0,,no; only one blade measured,
2015,9/30/15,Central,"DL, CH, SH, MD",2,10,5,0,0,10,15,18,,0.04,10,,10,0,,no; only one blade measured,
2015,9/30/15,North,"DL, CH, SH, MD",3,1,15,0,0,0,15,14,,0.04,100,,100,0,,"no, cyanobacteria 5%; only one blade measured",
2015,9/30/15,North,"DL, CH, SH, MD",3,2,10,0,0,0,10,9,,0.04,50,,50,0,,"no, cyanobacteria 10%; only one blade measured",
2015,9/30/15,North,"DL, CH, SH, MD",3,3,5,0,0,1,6,5,,0.04,90,,90,0,,"no, cyanobacteria 10%; only one blade measured",
2015,9/30/15,North,"DL, CH, SH, MD",3,4,5,0,0,1,6,10,,0.04,160,,160,0,,only one blade measured,
2015,9/30/15,North,"DL, CH, SH, MD",3,5,10,0,0,10,20,5,,0.04,30,30,30,0,,"no, cyanobacteria 20%; only one blade measured",
2015,9/30/15,North,"DL, CH, SH, MD",3,6,0,0,0,0,0,0,,0.04,,,,0,,only one blade measured,
2015,9/30/15,North,"DL, CH, SH, MD",3,7,0,0,0,15,15,9,,0.04,30,,30,0,,"no, cyanobacteria 5%; only one blade measured",
2015,9/30/15,North,"DL, CH, SH, MD",3,8,0,0,0,0,0,0,,0.04,,,,0,,only one blade measured,
2015,9/30/15,North,"DL, CH, SH, MD",3,9,0,0,0,0,0,0,,0.04,,,,0,,only one blade measured,
2015,9/30/15,North,"DL, CH, SH, MD",3,10,0,0,0,0,0,0,,0.04,,,,0,,only one blade measured,
2015,9/30/15,South,AD/ST/MD,4,1,10,0,0,30,40,30,30,0.04,50,50,50,40,0,,
2015,9/30/15,South,AD/ST/MD,4,2,15,0,0,45,60,30,30,0.04,35,35,35,40,0,,
2015,9/30/15,South,AD/ST/MD,4,3,5,0,0,90,95,30,30,0.04,60,60,60,30,0,,
2015,9/30/15,South,AD/ST/MD,4,4,5,0,0,90,95,30,30,0.04,40,40,40,30,0,,
2015,9/30/15,South,AD/ST/MD,4,5,0,0,0,80,80,30,30,0.04,40,40,40,30,0,,
2015,9/30/15,South,AD/ST/MD,4,6,0,0,0,90,90,30,30,0.04,60,60,60,0,0,,
2015,9/30/15,South,AD/ST/MD,4,7,0,0,0,50,50,30,30,0.04,45,45,45,40,0,,
2015,9/30/15,South,AD/ST/MD,4,8,0,0,0,15,15,30,30,0.04,35,35,35,20,0,,
2015,9/30/15,South,AD/ST/MD,4,9,0,0,0,0,0,30,30,0.04,,,,0,0,,
2015,9/30/15,South,AD/ST/MD,4,10,0,0,0,0,0,30,30,0.04,,,,10,0,,
2015,9/30/15,Central,AD/ST/MD,5,1,1,0,0,90,91,30,30,0.04,60,60,60,40,0,,
2015,9/30/15,Central,AD/ST/MD,5,2,2,0,0,80,82,30,30,0.04,55,55,55,30,0,,
2015,9/30/15,Central,AD/ST/MD,5,3,5,0,0,75,80,30,30,0.04,50,50,50,40,0,,
2015,9/30/15,Central,AD/ST/MD,5,4,10,0,0,70,80,30,30,0.04,50,50,50,40,0,,
2015,9/30/15,Central,AD/ST/MD,5,5,0,0,0,75,75,30,30,0.04,55,55,55,30,0,,
2015,9/30/15,Central,AD/ST/MD,5,6,1,0,0,75,76,30,30,0.04,65,65,65,10,0,,
2015,9/30/15,Central,AD/ST/MD,5,7,0,0,0,70,70,30,30,0.04,45,45,45,10,0,,
2015,9/30/15,Central,AD/ST/MD,5,8,0,0,0,85,85,30,30,0.04,60,60,60,0,0,,
2015,9/30/15,Central,AD/ST/MD,5,9,0,0,0,65,65,30,30,0.04,50,50,50,0,0,,
2015,9/30/15,Central,AD/ST/MD,5,10,0,0,0,50,50,30,30,0.04,55,55,55,0,0,,
2015,9/30/15,North,AD/ST/MD,6,1,8,0,0,0,8,15,0,0.04,70,,70,10,0,,
2015,9/30/15,North,AD/ST/MD,6,2,0,0,0,0,0,15,0,0.04,10,,10,10,0,,
2015,9/30/15,North,AD/ST/MD,6,3,1,0,0,0,1,5,5,0.04,60,60,60,30,0,,
2015,9/30/15,North,AD/ST/MD,6,4,1,0,0,0,1,7,0,0.04,90,,90,10,0,,
