"","Common.Names","Date","Site_Number","Depth_Bin","Fish_Number","Size","Observer","data.entry.questions","Common_Names","X","Size_Bins","Scientific.Names","Family"
"216","Bridled Goby","2/25/23",21,"Intermediate",606,"<2","Sabrina","","",NA,"","Coryphopterus glaucofraenum ","Gobiidae"
"217","Bridled Goby","2/25/23",21,"Intermediate",608,"2-3cm","Sabrina","","",NA,"","Coryphopterus glaucofraenum ","Gobiidae"
"218","Bridled Goby","2/16/23",6,"Intermediate",212,"<2","Avery","","",NA,"","Coryphopterus glaucofraenum ","Gobiidae"
"219","Bridled Goby","2/25/23",21,"Intermediate",612,"4-5cm","Sabrina","","",NA,"","Coryphopterus glaucofraenum ","Gobiidae"
"220","Bucktooth Parrotfish","2/16/23",8,"Deep",154,"6-10cm","Greg","","",NA,"158","Sparisoma radians","Scaridae"
"221","Bucktooth Parrotfish","2/26/23",22,"Deep",831,"3-4cm","Greg","","",NA,"","Sparisoma radians","Scaridae"
"222","Bucktooth Parrotfish","2/21/23",14,"Deep",1300,"4-5cm","Greg","","",NA,"","Sparisoma radians","Scaridae"
"223","Bucktooth Parrotfish","2/16/23",5,"Shallow",317,"2-3cm","Madi","","",NA,"","Sparisoma radians","Scaridae"
"224","Bucktooth Parrotfish","2/18/23",11,"Deep",1196,"2-3cm","Greg","","",NA,"","Sparisoma radians","Scaridae"
"225","Bucktooth Parrotfish","2/16/23",5,"Deep",358,"2-3cm","James","","",NA,"","Sparisoma radians","Scaridae"
"226","Butter Hamlet","2/25/23",20,"Deep",917,"3-4cm","Greg","","",NA,"","Hypoplectrus unicolor","Serranidae"
"227","Butter Hamlet","2/25/23",20,"Deep",400,"3-4cm","Greg","","",NA,"","Hypoplectrus unicolor","Serranidae"
"228","Butter Hamlet","2/25/23",20,"Deep",918,"3-4cm","Greg","","",NA,"","Hypoplectrus unicolor","Serranidae"
"229","Butter Hamlet","2/25/23",20,"Deep",399,"3-4cm","Greg","","",NA,"","Hypoplectrus unicolor","Serranidae"
"230","Butterflyfish Species","2/16/23",4,"Shallow",306,"<2","Madi","","",NA,"","","Chaetodontidae"
"231","Chalk Bass","2/25/23",19,"Deep",428,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"232","Chalk Bass","2/25/23",19,"Deep",429,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"233","Chalk Bass","2/25/23",19,"Deep",430,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"234","Chalk Bass","2/12/23",2,"Deep",1,"<2","Avery","","Banded Butterflyfish",NA,"<2","Serranus tortugarum ","Serranidae"
"235","Chalk Bass","2/21/23",13,"Deep",1252,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"236","Chalk Bass","2/21/23",13,"Deep",1253,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"237","Chalk Bass","2/21/23",13,"Deep",1254,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"238","Chalk Bass","2/25/23",19,"Deep",431,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"239","Chalk Bass","2/16/23",7,"Deep",1135,"3-4cm","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"240","Chalk Bass","2/21/23",13,"Deep",1257,"11-15cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"241","Chalk Bass","2/25/23",20,"Deep",892,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"242","Chalk Bass","2/16/23",7,"Deep",1134,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"243","Chalk Bass","2/25/23",20,"Deep",894,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"244","Chalk Bass","2/25/23",20,"Deep",895,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"245","Chalk Bass","2/25/23",20,"Deep",896,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"246","Chalk Bass","2/21/23",14,"Deep",1303,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"247","Chalk Bass","2/21/23",13,"Deep",1277,"4-5cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"248","Chalk Bass","2/16/23",8,"Deep",142,"4-5cm","Darian ","","",NA,"146","Serranus tortugarum ","Serranidae"
"249","Chalk Bass","2/26/23",22,"Deep",832,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"250","Chalk Bass","2/26/23",22,"Deep",833,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"251","Chalk Bass","2/26/23",22,"Deep",834,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"252","Chalk Bass","2/12/23",4,"Deep",105,"3-4cm","Darian ","","",NA,"109","Serranus tortugarum ","Serranidae"
"253","Chalk Bass","2/12/23",4,"Deep",106,"4-5cm","Darian ","","",NA,"110","Serranus tortugarum ","Serranidae"
"254","Chalk Bass","2/24/23",16,"Deep",945,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"255","Chalk Bass","2/25/23",20,"Deep",893,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"256","Chalk Bass","2/24/23",16,"Deep",947,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"257","Chalk Bass","2/21/23",13,"Deep",1274,"2-3cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"258","Chalk Bass","2/21/23",13,"Deep",1275,"3-4cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"259","Chalk Bass","2/21/23",13,"Deep",1276,"4-5cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"260","Chalk Bass","2/24/23",16,"Deep",950,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"261","Chalk Bass","2/25/23",20,"Deep",376,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"262","Chalk Bass","2/25/23",19,"Deep",432,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"263","Chalk Bass","2/25/23",19,"Deep",433,"2-3cm","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"264","Chalk Bass","2/25/23",19,"Deep",434,"2-3cm","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"265","Chalk Bass","2/16/23",7,"Shallow",1407,"3-4cm","Stef","","",NA,"","Serranus tortugarum ","Serranidae"
"266","Chalk Bass","2/26/23",22,"Deep",836,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"267","Chalk Bass","2/26/23",22,"Deep",837,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"268","Chalk Bass","2/24/23",15,"Deep",550,"<2","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"269","Chalk Bass","2/24/23",15,"Deep",551,"<2","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"270","Chalk Bass","2/25/23",19,"Deep",427,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"271","Chalk Bass","2/24/23",15,"Deep",552,"<2","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"272","Chalk Bass","2/24/23",15,"Deep",553,"<2","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"273","Chalk Bass","2/25/23",20,"Deep",868,"2-3cm","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"274","Chalk Bass","2/25/23",20,"Deep",375,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"275","Chalk Bass","2/18/23",12,"Deep",1234,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"276","Chalk Bass","2/25/23",20,"Deep",377,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"277","Chalk Bass","2/25/23",20,"Deep",378,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"278","Chalk Bass","2/16/23",5,"Deep",338,"2-3cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"279","Chalk Bass","2/21/23",13,"Deep",1255,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"280","Chalk Bass","2/21/23",13,"Deep",1256,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"281","Chalk Bass","2/18/23",12,"Deep",1230,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"282","Chalk Bass","2/24/23",16,"Deep",946,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"283","Chalk Bass","2/25/23",20,"Deep",866,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"284","Chalk Bass","2/21/23",14,"Deep",1301,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"285","Chalk Bass","2/21/23",14,"Deep",1302,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"286","Chalk Bass","2/18/23",11,"Intermediate",260,"4-5cm","Stef","","",NA,"","Serranus tortugarum ","Serranidae"
"287","Chalk Bass","2/18/23",12,"Deep",1235,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"288","Chalk Bass","2/18/23",12,"Deep",1233,"4-5cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"289","Chalk Bass","2/16/23",5,"Deep",339,"2-3cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"290","Chalk Bass","2/24/23",16,"Deep",949,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"291","Chalk Bass","2/18/23",11,"Deep",1213,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"292","Chalk Bass","2/26/23",22,"Deep",835,"2-3cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"293","Chalk Bass","2/24/23",16,"Deep",948,"<2","Avery","","",NA,"","Serranus tortugarum ","Serranidae"
"294","Chalk Bass","2/18/23",12,"Deep",1229,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"295","Chalk Bass","2/26/23",22,"Deep",838,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"296","Chalk Bass","2/18/23",12,"Deep",1231,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"297","Chalk Bass","2/18/23",12,"Deep",1232,"3-4cm","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"298","Chalk Bass","2/18/23",8,"Intermediate",234,"<2","Sabrina","","",NA,"","Serranus tortugarum ","Serranidae"
"299","Chalk Bass","2/21/23",14,"Intermediate",291,"<2","Stef","","",NA,"","Serranus tortugarum ","Serranidae"
"300","Chalk Bass","2/18/23",11,"Intermediate",261,"4-5cm","Stef","","",NA,"","Serranus tortugarum ","Serranidae"
"301","Chalk Bass","2/16/23",5,"Deep",337,"2-3cm","James","","",NA,"","Serranus tortugarum ","Serranidae"
"302","Chalk Bass","2/18/23",12,"Deep",1228,"<2","Greg","","",NA,"","Serranus tortugarum ","Serranidae"
"303","Chalk Bass","2/25/23",20,"Deep",867,"<2","Darian","","",NA,"","Serranus tortugarum ","Serranidae"
"304","Cocoa Damselfish","2/18/23",12,"Deep",1216,"6-10cm","Greg","","",NA,"","Stegastes xanthurus","Pomacentridae"
"305","Cocoa Damselfish","2/18/23",8,"Shallow",1484,"3-4cm","Kianna ","","",NA,"","Stegastes xanthurus","Pomacentridae"
"306","Cocoa Damselfish","2/18/23",12,"Deep",1217,"6-10cm","Greg","","",NA,"","Stegastes xanthurus","Pomacentridae"
"307","Cocoa Damselfish","2/12/23",2,"Shallow",69,"2-3cm","Kianna","","Threespot Damselfish",NA,"73","Stegastes xanthurus","Pomacentridae"
"308","Colon Goby","2/16/23",5,"Deep",341,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"309","Colon Goby","2/26/23",21,"Shallow",749,"2-3cm","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"310","Colon Goby","2/25/23",18,"Shallow",363,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"311","Colon Goby","2/18/23",9,"Deep",1145,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"312","Colon Goby","2/16/23",5,"Deep",340,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"313","Colon Goby","2/26/23",21,"Shallow",748,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"314","Colon Goby","2/25/23",19,"Intermediate",636,"2-3cm","Stefanie","","",NA,"","Coryphopterus alloides","Gobiidae"
"315","Colon Goby","2/16/23",5,"Deep",342,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"316","Colon Goby","2/18/23",11,"Deep",1197,"3-4cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"317","Colon Goby","2/26/23",21,"Shallow",750,"3-4cm","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"318","Colon Goby","2/16/23",7,"Intermediate",218,"3-4cm","Madi","","",NA,"","Coryphopterus alloides","Gobiidae"
"319","Colon Goby","2/25/23",21,"Intermediate",596,"3-4cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"320","Colon Goby","2/16/23",6,"Deep",1116,"<2","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"321","Colon Goby","2/24/23",17,"Intermediate",1032,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"322","Colon Goby","2/26/23",21,"Shallow",746,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"323","Colon Goby","2/12/23",2,"Intermediate",139,"<2","Stef","","",NA,"143","Coryphopterus alloides","Gobiidae"
"324","Colon Goby","2/18/23",12,"Deep",1237,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"325","Colon Goby","2/16/23",6,"Deep",1115,"<2","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"326","Colon Goby","2/25/23",19,"Deep",418,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"327","Colon Goby","2/12/23",4,"Deep",107,"3-4cm","Darian ","","",NA,"111","Coryphopterus alloides","Gobiidae"
"328","Colon Goby","2/25/23",20,"Deep",897,"<2","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"329","Colon Goby","2/16/23",5,"Deep",343,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"330","Colon Goby","2/12/23",2,"Intermediate",140,"2-3cm","Stef","","",NA,"144","Coryphopterus alloides","Gobiidae"
"331","Colon Goby","2/12/23",2,"Intermediate",141,"2-3cm","Stef","","",NA,"145","Coryphopterus alloides","Gobiidae"
"332","Colon Goby","2/25/23",21,"Intermediate",593,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"333","Colon Goby","2/26/23",21,"Shallow",747,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"334","Colon Goby","2/25/23",20,"Deep",899,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"335","Colon Goby","2/18/23",8,"Intermediate",237,"2-3cm","Sabrina","","",NA,"","Coryphopterus alloides","Gobiidae"
"336","Colon Goby","2/24/23",17,"Intermediate",1030,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"337","Colon Goby","2/24/23",16,"Intermediate",976,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"338","Colon Goby","2/12/23",4,"Deep",108,"3-4cm","Darian ","","",NA,"112","Coryphopterus alloides","Gobiidae"
"339","Colon Goby","2/24/23",15,"Deep",509,"3-4cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"340","Colon Goby","2/25/23",19,"Deep",419,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"341","Colon Goby","2/25/23",19,"Deep",421,"3-4cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"342","Colon Goby","2/24/23",17,"Intermediate",1046,"3-4cm","Stefanie","","",NA,"","Coryphopterus alloides","Gobiidae"
"343","Colon Goby","2/24/23",17,"Intermediate",1031,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"344","Colon Goby","2/18/23",9,"Intermediate",250,"<2","Sabrina","","",NA,"","Coryphopterus alloides","Gobiidae"
"345","Colon Goby","2/24/23",17,"Intermediate",1045,"3-4cm","Stefanie","","",NA,"","Coryphopterus alloides","Gobiidae"
"346","Colon Goby","2/26/23",21,"Shallow",744,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"347","Colon Goby","2/18/23",8,"Intermediate",235,"2-3cm","Sabrina","","",NA,"","Coryphopterus alloides","Gobiidae"
"348","Colon Goby","2/25/23",21,"Intermediate",598,"3-4cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"349","Colon Goby","2/18/23",9,"Deep",1146,"2-3cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"350","Colon Goby","2/26/23",21,"Shallow",738,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"351","Colon Goby","2/26/23",21,"Shallow",743,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"352","Colon Goby","2/26/23",21,"Shallow",739,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"353","Colon Goby","2/16/23",5,"Deep",344,"3-4cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"354","Colon Goby","2/16/23",6,"Deep",1122,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"355","Colon Goby","2/22/23",14,"Shallow",455,"<2","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"356","Colon Goby","2/16/23",4,"Intermediate",167,"<2","Sabrina","","",NA,"171","Coryphopterus alloides","Gobiidae"
"357","Colon Goby","2/25/23",20,"Intermediate",563,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"358","Colon Goby","2/24/23",17,"Intermediate",1029,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"359","Colon Goby","2/24/23",15,"Deep",554,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"360","Colon Goby","2/16/23",6,"Deep",1124,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"361","Colon Goby","2/25/23",20,"Deep",898,"<2","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"362","Colon Goby","2/16/23",6,"Shallow",318,"<2","Jordan","","",NA,"","Coryphopterus alloides","Gobiidae"
"363","Colon Goby","2/16/23",6,"Shallow",319,"<2","Jordan","","",NA,"","Coryphopterus alloides","Gobiidae"
"364","Colon Goby","2/25/23",20,"Deep",379,"<2","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"365","Colon Goby","2/25/23",19,"Deep",420,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"366","Colon Goby","2/16/23",6,"Deep",1121,"<2","Avery","snappers and grunts in water column ","",NA,"","Coryphopterus alloides","Gobiidae"
"367","Colon Goby","2/21/23",14,"Intermediate",299,"<2","Kianna","","",NA,"","Coryphopterus alloides","Gobiidae"
"368","Colon Goby","2/25/23",21,"Intermediate",594,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"369","Colon Goby","2/16/23",6,"Deep",1123,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"370","Colon Goby","2/26/23",21,"Shallow",745,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"371","Colon Goby","2/25/23",19,"Deep",438,"2-3cm","Darian","","",NA,"","Coryphopterus alloides","Gobiidae"
"372","Colon Goby","2/25/23",20,"Intermediate",562,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"373","Colon Goby","2/26/23",21,"Shallow",742,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"374","Colon Goby","2/21/23",13,"Intermediate",279,"<2","Kianna","","",NA,"","Coryphopterus alloides","Gobiidae"
"375","Colon Goby","2/25/23",21,"Intermediate",597,"3-4cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"376","Colon Goby","2/16/23",4,"Intermediate",168,"<2","Sabrina","","",NA,"172","Coryphopterus alloides","Gobiidae"
"377","Colon Goby","2/21/23",14,"Intermediate",300,"<2","Kianna","","",NA,"","Coryphopterus alloides","Gobiidae"
"378","Colon Goby","2/26/23",21,"Shallow",741,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"379","Colon Goby","2/24/23",16,"Shallow",1063,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"380","Colon Goby","2/25/23",19,"Deep",435,"<2","Darian","","",NA,"","Coryphopterus alloides","Gobiidae"
"381","Colon Goby","2/21/23",13,"Intermediate",280,"<2","Kianna","","",NA,"","Coryphopterus alloides","Gobiidae"
"382","Colon Goby","2/16/23",4,"Intermediate",189,"2-3cm","Stef","","",NA,"193","Coryphopterus alloides","Gobiidae"
"383","Colon Goby","2/25/23",21,"Intermediate",595,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"384","Colon Goby","2/25/23",19,"Deep",436,"<2","Darian","","",NA,"","Coryphopterus alloides","Gobiidae"
"385","Colon Goby","2/16/23",4,"Intermediate",169,"<2","Sabrina","","",NA,"173","Coryphopterus alloides","Gobiidae"
"386","Colon Goby","2/21/23",12,"Shallow",1373,"<2","Madi","","",NA,"","Coryphopterus alloides","Gobiidae"
"387","Colon Goby","2/25/23",18,"Shallow",364,"2-3cm","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"388","Colon Goby","2/18/23",8,"Intermediate",236,"2-3cm","Sabrina","","",NA,"","Coryphopterus alloides","Gobiidae"
"389","Colon Goby","2/25/23",20,"Intermediate",561,"<2","Karl","","",NA,"","Coryphopterus alloides","Gobiidae"
"390","Colon Goby","2/16/23",4,"Intermediate",190,"2-3cm","Stef","","",NA,"194","Coryphopterus alloides","Gobiidae"
"391","Colon Goby","2/25/23",20,"Deep",381,"2-3cm","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"392","Colon Goby","2/26/23",21,"Shallow",740,"<2","Avery","","",NA,"","Coryphopterus alloides","Gobiidae"
"393","Colon Goby","2/16/23",4,"Intermediate",187,"<2","Stef","","",NA,"191","Coryphopterus alloides","Gobiidae"
"394","Colon Goby","2/16/23",4,"Intermediate",171,"2-3cm","Sabrina","","",NA,"175","Coryphopterus alloides","Gobiidae"
"395","Colon Goby","2/25/23",20,"Deep",380,"<2","Greg","","",NA,"","Coryphopterus alloides","Gobiidae"
"396","Colon Goby","2/25/23",19,"Deep",437,"2-3cm","Darian","","",NA,"","Coryphopterus alloides","Gobiidae"
"397","Colon Goby","2/21/23",14,"Deep",1291,"3-4cm","James","","",NA,"","Coryphopterus alloides","Gobiidae"
"398","Colon Goby","2/16/23",4,"Intermediate",188,"<2","Stef","","",NA,"192","Coryphopterus alloides","Gobiidae"
"399","Colon Goby","2/16/23",4,"Intermediate",170,"<2","Sabrina","","",NA,"174","Coryphopterus alloides","Gobiidae"
"400","Cubera Snapper ","2/21/23",13,"Deep",1285,"100","James","21-100cm class bin, no specific size listed","",NA,"","Lutjanus cyanopterus","Lutjanidae"
"401","Doctor Fish","2/16/23",7,"Shallow",1449,"3-4cm","Stef","can't read handwriting","",NA,"","Acanthurus chirurgus","Acanthuridae"
"402","Doctor Fish","2/21/23",13,"Deep",1272,"3-4cm","Greg","Just said Doctor Fish","",NA,"","Acanthurus chirurgus","Acanthuridae"
"403","Dwarf Sand Perch","2/16/23",7,"Shallow",1456,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"404","Dwarf Sand Perch","2/16/23",7,"Shallow",1455,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"405","Dwarf Sand Perch","2/16/23",7,"Shallow",1458,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"406","Dwarf Sand Perch","2/12/23",2,"Shallow",84,"3-4cm","Madi","","Smooth Puffer",NA,"88","Diplectrum bivittatum","Serranidae "
"407","Dwarf Sand Perch","2/12/23",2,"Shallow",83,"3-4cm","Madi","","Green Razorfish",NA,"87","Diplectrum bivittatum","Serranidae "
"408","Dwarf Sand Perch","2/12/23",2,"Shallow",80,"3-4cm","Madi","","sand skipper",NA,"84","Diplectrum bivittatum","Serranidae "
"409","Dwarf Sand Perch","2/12/23",3,"Intermediate",124,"6-10cm","Greg","","",NA,"128","Diplectrum bivittatum","Serranidae "
"410","Dwarf Sand Perch","2/26/23",21,"Shallow",761,"3-4cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"411","Dwarf Sand Perch","2/26/23",21,"Shallow",759,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"412","Dwarf Sand Perch","2/16/23",5,"Deep",347,"3-4cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"413","Dwarf Sand Perch","2/16/23",7,"Shallow",1457,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"414","Dwarf Sand Perch","2/12/23",2,"Shallow",82,"3-4cm","Madi","","calus lance",NA,"86","Diplectrum bivittatum","Serranidae "
"415","Dwarf Sand Perch","2/18/23",8,"Intermediate",228,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"416","Dwarf Sand Perch","2/16/23",7,"Shallow",1459,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"417","Dwarf Sand Perch","2/18/23",8,"Intermediate",225,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"418","Dwarf Sand Perch","2/26/23",23,"Intermediate",798,"2-3cm","Nataile ","","",NA,"","Diplectrum bivittatum","Serranidae "
"419","Dwarf Sand Perch","2/26/23",23,"Intermediate",797,"2-3cm","Nataile ","","",NA,"","Diplectrum bivittatum","Serranidae "
"420","Dwarf Sand Perch","2/12/23",2,"Shallow",79,"3-4cm","Madi","","Trumpet",NA,"83","Diplectrum bivittatum","Serranidae "
"421","Dwarf Sand Perch","2/12/23",1,"Shallow",66,"2-3cm","Madi","","Spotted Goatfish",NA,"70","Diplectrum bivittatum","Serranidae "
"422","Dwarf Sand Perch","2/16/23",6,"Deep",1120,"6-10cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"423","Dwarf Sand Perch","2/18/23",9,"Deep",1147,"3-4cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"424","Dwarf Sand Perch","2/16/23",6,"Deep",1117,"2-3cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"425","Dwarf Sand Perch","2/16/23",5,"Deep",345,"2-3cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"426","Dwarf Sand Perch","2/26/23",23,"Intermediate",799,"2-3cm","Stefanie","","",NA,"","Diplectrum bivittatum","Serranidae "
"427","Dwarf Sand Perch","2/26/23",21,"Shallow",760,"3-4cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"428","Dwarf Sand Perch","2/18/23",9,"Intermediate",251,"<2","Sabrina","","",NA,"","Diplectrum bivittatum","Serranidae "
"429","Dwarf Sand Perch","2/24/23",15,"Shallow",935,"2-3cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"430","Dwarf Sand Perch","2/16/23",8,"Deep",143,"2-3cm","Darian ","","",NA,"147","Diplectrum bivittatum","Serranidae "
"431","Dwarf Sand Perch","2/18/23",8,"Intermediate",226,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"432","Dwarf Sand Perch","2/12/23",2,"Shallow",81,"3-4cm","Madi","","Spanish Grunt",NA,"85","Diplectrum bivittatum","Serranidae "
"433","Dwarf Sand Perch","2/12/23",1,"Shallow",50,"3-4cm","Darian ","","Razorfish Species ",NA,"58","Diplectrum bivittatum","Serranidae "
